vehicle_type,payment_method,ride_distance,booking_hour,cancelled
Prime Plus,UPI,13,10,0
Prime Sedan,Cash,32,22,0
Prime SUV,UPI,35,13,0
Prime Plus,Cash,14,21,0
Auto,Cash,1,10,0
Bike,UPI,39,0,0
Auto,Cash,14,23,0
Auto,UPI,4,4,0
Prime Sedan,Cash,44,15,0
Prime Plus,Cash,49,6,0
Mini,Cash,27,13,0
Prime Sedan,Cash,25,23,0
Prime Sedan,Cash,4,11,0
Prime SUV,UPI,31,9,0
Prime Sedan,Cash,39,9,0
Bike,Cash,45,4,0
Prime Sedan,UPI,10,5,0
eBike,UPI,46,12,0
Mini,Cash,2,13,0
Prime SUV,UPI,18,20,0
Prime Sedan,Cash,2,0,0
Prime SUV,UPI,48,17,0
Prime Sedan,Cash,45,11,0
Prime SUV,Credit Card,5,17,0
eBike,UPI,23,3,0
Mini,Cash,15,11,0
Bike,Cash,9,16,0
Mini,Cash,48,14,0
Bike,Cash,13,3,0
Bike,Cash,32,19,0
Prime Sedan,Cash,2,16,0
eBike,UPI,7,18,0
eBike,Cash,26,8,0
Mini,Cash,38,9,0
eBike,Cash,21,3,0
Auto,Cash,10,22,0
Prime SUV,Cash,2,10,0
Prime Sedan,Cash,33,7,0
Auto,UPI,10,19,0
Bike,Cash,44,20,0
eBike,UPI,32,1,0
Prime SUV,Cash,32,16,0
Prime SUV,Cash,12,5,0
Bike,UPI,30,10,0
Auto,Cash,19,16,0
Prime Sedan,UPI,4,10,0
Bike,UPI,33,11,0
eBike,Cash,20,22,0
Bike,UPI,6,19,0
Prime Plus,Cash,33,23,0
Mini,UPI,19,23,0
Prime Plus,Cash,3,20,0
Prime Sedan,Cash,22,5,0
Bike,Cash,39,22,0
Bike,UPI,48,14,0
Mini,UPI,33,4,0
Prime SUV,Cash,23,16,0
Prime Plus,UPI,41,7,0
Auto,UPI,7,1,0
Auto,Cash,1,2,0
Auto,Cash,7,16,0
Prime Plus,UPI,21,10,0
Prime Sedan,Cash,23,23,0
Prime Sedan,Cash,28,14,0
Prime SUV,UPI,4,11,0
eBike,Cash,4,3,0
eBike,Cash,4,15,0
Prime SUV,UPI,48,7,0
eBike,Cash,43,8,0
Prime SUV,UPI,14,11,0
Bike,Cash,29,0,0
Auto,Cash,11,1,0
Prime Sedan,Cash,41,7,0
eBike,Cash,26,8,0
Prime SUV,UPI,7,1,0
Prime Sedan,UPI,47,7,0
Mini,Cash,20,11,0
Prime Sedan,Cash,30,10,0
Auto,UPI,8,7,0
Prime Plus,Cash,32,17,0
eBike,Cash,22,19,0
Prime Sedan,Cash,41,11,0
Mini,UPI,41,6,0
eBike,UPI,15,0,0
Prime SUV,Cash,19,16,0
Bike,Cash,46,18,0
eBike,UPI,28,9,0
eBike,Cash,33,12,0
Prime SUV,Cash,1,15,0
Prime SUV,UPI,7,3,0
Mini,UPI,27,5,0
eBike,Cash,1,23,0
Prime SUV,UPI,16,13,0
eBike,UPI,6,2,0
eBike,UPI,49,12,0
Prime Sedan,UPI,36,3,0
Bike,UPI,42,1,0
Prime Plus,Cash,16,15,0
Bike,UPI,10,5,0
Prime Sedan,Cash,18,7,0
Prime Plus,Cash,43,17,0
eBike,Cash,29,4,0
Auto,UPI,8,1,0
Mini,UPI,43,18,0
Bike,Cash,43,8,0
Prime Sedan,Cash,14,3,0
Bike,UPI,37,16,0
Prime Sedan,Cash,15,13,0
Bike,Cash,28,5,0
Prime Sedan,UPI,6,7,0
Prime Plus,Cash,23,15,0
Auto,Cash,17,7,0
eBike,UPI,18,1,0
Prime Plus,Cash,14,7,0
Prime SUV,Cash,13,21,0
Bike,UPI,4,11,0
Mini,Cash,22,6,0
Bike,UPI,21,12,0
Prime Plus,Cash,29,12,0
Prime SUV,UPI,49,14,0
Bike,Cash,20,1,0
Prime Plus,Cash,10,8,0
Prime SUV,UPI,9,12,0
Prime Plus,UPI,31,6,0
Prime Plus,UPI,31,11,0
Prime Sedan,UPI,17,1,0
Prime Sedan,Cash,37,23,0
eBike,Cash,24,10,0
Auto,Cash,4,16,0
eBike,UPI,26,15,0
Prime Sedan,Cash,17,1,0
Prime Sedan,UPI,18,18,0
Mini,Cash,31,2,0
Prime Plus,Cash,12,21,0
Prime Plus,Cash,3,9,0
Prime Sedan,UPI,27,11,0
Mini,UPI,15,10,0
Auto,Cash,2,3,0
Auto,Cash,7,14,0
Bike,Cash,21,2,0
Auto,UPI,17,13,0
Mini,UPI,18,9,0
Prime Plus,Cash,7,22,0
Mini,UPI,13,6,0
Prime Plus,Cash,32,18,0
Auto,UPI,5,21,0
Auto,UPI,18,13,0
Prime SUV,Debit Card,24,19,0
Mini,Cash,13,23,0
Auto,Cash,14,3,0
Prime Sedan,Cash,16,0,0
Prime Sedan,Cash,9,17,0
Prime Plus,Cash,11,8,0
Prime Plus,Cash,25,6,0
eBike,Cash,32,8,0
Prime Sedan,UPI,2,12,0
Mini,Cash,4,22,0
Bike,Cash,27,0,0
Mini,Cash,10,17,0
Prime Sedan,Cash,23,20,0
Bike,UPI,30,12,0
Bike,Cash,36,21,0
Bike,UPI,44,0,0
Mini,UPI,33,22,0
Bike,Credit Card,43,10,0
Prime SUV,UPI,2,9,0
Prime SUV,Cash,10,13,0
Mini,UPI,3,14,0
Prime SUV,UPI,13,14,0
Mini,UPI,45,1,0
Mini,UPI,16,14,0
Prime Plus,Cash,28,5,0
Auto,UPI,2,23,0
Prime SUV,UPI,18,8,0
Prime Sedan,Cash,1,0,0
Prime Sedan,UPI,25,16,0
Auto,Cash,7,19,0
eBike,UPI,31,15,0
Bike,Cash,29,17,0
Prime Sedan,Cash,18,22,0
Prime Sedan,UPI,46,4,0
Auto,Cash,15,7,0
Mini,Cash,26,20,0
Prime Plus,Cash,34,9,0
Mini,Cash,26,0,0
eBike,Cash,31,4,0
eBike,Cash,18,22,0
Prime Sedan,UPI,10,6,0
Auto,Cash,2,1,0
Bike,Cash,29,20,0
Bike,Debit Card,35,16,0
eBike,Cash,15,16,0
Prime Plus,Cash,17,18,0
Prime Plus,Cash,6,4,0
eBike,Cash,24,17,0
Bike,Cash,45,5,0
Mini,Cash,22,12,0
Bike,Cash,16,0,0
Mini,Cash,47,1,0
Prime SUV,Cash,4,0,0
Prime SUV,Cash,18,18,0
Bike,Debit Card,40,13,0
Prime Plus,Cash,29,9,0
Auto,Cash,7,13,0
Prime SUV,Cash,49,2,0
Prime Plus,UPI,36,6,0
eBike,Credit Card,47,20,0
Prime SUV,UPI,14,11,0
Prime SUV,UPI,24,7,0
eBike,Cash,23,11,0
Prime Plus,Cash,4,9,0
Prime Plus,UPI,18,10,0
eBike,Cash,41,21,0
Bike,Cash,1,8,0
Auto,UPI,12,20,0
Bike,Cash,8,19,0
Bike,UPI,4,20,0
Bike,UPI,14,21,0
Prime SUV,UPI,47,19,0
Prime Plus,UPI,3,9,0
Prime Plus,UPI,42,16,0
Mini,Cash,24,19,0
Prime SUV,Cash,46,19,0
Mini,Cash,19,8,0
eBike,Cash,29,4,0
eBike,Cash,18,9,0
Auto,Cash,6,8,0
Prime Sedan,UPI,46,3,0
Prime Sedan,Credit Card,33,18,0
Auto,Cash,10,21,0
Prime Plus,Cash,28,8,0
Auto,Cash,14,15,0
Prime SUV,UPI,32,19,0
Auto,Cash,10,12,0
Prime SUV,Cash,25,15,0
Prime Sedan,UPI,21,2,0
Prime SUV,Cash,12,5,0
Prime Sedan,Cash,37,14,0
Bike,Cash,18,9,0
Prime SUV,Cash,24,10,0
Prime SUV,UPI,20,12,0
Prime SUV,Cash,38,8,0
Prime Sedan,UPI,30,19,0
Prime Sedan,Cash,7,22,0
Auto,Cash,3,13,0
Mini,Cash,2,12,0
Prime Plus,UPI,16,4,0
Prime SUV,Cash,12,7,0
Prime Plus,UPI,22,17,0
Prime SUV,Cash,38,3,0
Prime Sedan,UPI,14,9,0
Bike,UPI,9,20,0
Prime SUV,UPI,1,19,0
Prime SUV,Cash,7,2,0
Prime Sedan,UPI,24,13,0
eBike,UPI,36,19,0
Prime SUV,UPI,2,14,0
Prime Plus,UPI,41,4,0
Prime SUV,Cash,38,12,0
Prime Plus,UPI,41,1,0
Auto,UPI,8,16,0
eBike,Cash,49,12,0
Prime SUV,Cash,20,20,0
Prime SUV,UPI,20,16,0
Auto,Cash,9,20,0
Bike,Cash,6,5,0
Bike,UPI,37,20,0
Prime Plus,UPI,23,12,0
Bike,Cash,47,16,0
Prime Sedan,UPI,2,15,0
Bike,UPI,19,3,0
Prime Plus,Cash,21,2,0
Prime Plus,Cash,2,7,0
eBike,Cash,8,3,0
Auto,UPI,18,10,0
Auto,UPI,14,1,0
Auto,UPI,11,0,0
Prime Plus,UPI,4,0,0
Mini,UPI,36,19,0
Bike,UPI,46,1,0
eBike,Cash,48,17,0
eBike,UPI,33,4,0
Prime SUV,Cash,49,16,0
eBike,Cash,27,2,0
Auto,UPI,3,23,0
Prime Plus,Cash,46,3,0
Prime Plus,Cash,5,5,0
Mini,UPI,15,6,0
Auto,UPI,17,23,0
Prime Sedan,Cash,25,6,0
Bike,Cash,4,2,0
Prime Plus,UPI,3,15,0
Prime SUV,Cash,27,0,0
eBike,UPI,5,4,0
Prime Plus,UPI,21,5,0
Mini,UPI,29,7,0
Mini,UPI,1,13,0
Prime Plus,Credit Card,48,16,0
Mini,UPI,37,2,0
Mini,Cash,31,18,0
Prime Plus,Cash,21,13,0
Mini,Cash,32,16,0
Prime Plus,Cash,33,14,0
Mini,UPI,26,17,0
Prime Plus,UPI,4,10,0
Prime SUV,Cash,15,7,0
Prime Sedan,Cash,31,3,0
Prime Sedan,Cash,42,18,0
eBike,UPI,21,20,0
Prime Plus,Cash,49,23,0
Prime Sedan,Cash,11,20,0
Auto,Cash,15,11,0
eBike,Cash,12,0,0
eBike,UPI,3,10,0
Prime Sedan,Cash,36,13,0
Auto,UPI,7,5,0
Mini,Cash,23,4,0
eBike,Cash,9,23,0
eBike,Credit Card,43,2,0
Bike,Cash,16,9,0
Prime SUV,UPI,16,0,0
eBike,Cash,5,3,0
Bike,Cash,32,6,0
Prime Sedan,UPI,17,17,0
Mini,UPI,1,14,0
Prime Sedan,Cash,8,23,0
Mini,UPI,10,15,0
eBike,UPI,6,13,0
Bike,Cash,49,18,0
Prime Sedan,Cash,3,19,0
Prime Plus,UPI,44,11,0
Prime Plus,Cash,35,17,0
Prime Plus,Cash,11,12,0
Prime Sedan,Cash,11,14,0
Auto,Cash,2,2,0
Bike,UPI,29,16,0
eBike,UPI,18,6,0
Auto,UPI,1,16,0
Prime Plus,Cash,42,10,0
Prime Plus,Credit Card,35,13,0
Prime Sedan,Cash,40,6,0
Bike,UPI,7,22,0
Bike,UPI,35,18,0
Mini,Cash,37,23,0
Prime Sedan,Cash,46,16,0
eBike,Cash,14,1,0
Prime Plus,Cash,34,21,0
Prime Plus,Cash,17,22,0
Prime Sedan,UPI,30,12,0
Prime Plus,Cash,31,13,0
eBike,Cash,13,8,0
eBike,Cash,23,14,0
Auto,UPI,6,3,0
eBike,Cash,4,8,0
Bike,Cash,24,16,0
Mini,Cash,37,0,0
Bike,UPI,41,14,0
Prime Plus,UPI,25,8,0
Auto,UPI,17,22,0
Prime Sedan,Cash,27,6,0
Auto,Cash,4,13,0
Prime Plus,UPI,20,22,0
eBike,Cash,27,2,0
Bike,UPI,9,9,0
Bike,UPI,27,17,0
Prime SUV,UPI,33,16,0
Prime Sedan,UPI,1,12,0
Prime SUV,UPI,6,4,0
eBike,Cash,10,1,0
Prime Plus,UPI,28,7,0
Prime Plus,Cash,18,18,0
Auto,Cash,15,6,0
Bike,Cash,47,21,0
Mini,Cash,30,12,0
Prime SUV,UPI,5,4,0
Prime SUV,UPI,31,11,0
Mini,UPI,2,2,0
Bike,UPI,15,7,0
Auto,Cash,3,19,0
Bike,UPI,11,5,0
Bike,Cash,1,17,0
Mini,Cash,40,18,0
Mini,Cash,46,0,0
Prime Plus,UPI,6,20,0
Bike,Cash,21,17,0
Prime Plus,Cash,32,23,0
Bike,Cash,41,6,0
Prime Sedan,Cash,42,22,0
eBike,UPI,11,11,0
Prime SUV,Cash,22,10,0
eBike,Cash,8,7,0
Prime Plus,UPI,39,12,0
Mini,UPI,45,8,0
Bike,UPI,6,22,0
Mini,Cash,39,10,0
Prime SUV,UPI,44,18,0
Auto,UPI,8,22,0
eBike,Cash,8,20,0
Auto,UPI,12,2,0
Auto,Cash,7,22,0
Bike,UPI,15,11,0
Auto,Cash,7,12,0
Auto,UPI,19,5,0
eBike,UPI,24,19,0
Auto,Cash,1,11,0
Prime Sedan,Cash,30,19,0
Prime SUV,UPI,34,13,0
Bike,UPI,26,7,0
Prime Sedan,Cash,37,4,0
eBike,Cash,24,14,0
Auto,Cash,12,6,0
Auto,Cash,17,18,0
Mini,UPI,32,16,0
Mini,UPI,23,3,0
Prime Sedan,Cash,4,6,0
Bike,UPI,23,23,0
Mini,UPI,38,12,0
Mini,Cash,31,3,0
Auto,Cash,4,4,0
Bike,UPI,18,23,0
Prime Sedan,UPI,5,19,0
Bike,Cash,11,3,0
Auto,Cash,7,8,0
Prime Sedan,UPI,43,17,0
Auto,UPI,19,4,0
eBike,Cash,7,16,0
eBike,UPI,20,2,0
eBike,UPI,25,7,0
Prime SUV,UPI,11,10,0
Prime Plus,Cash,31,1,0
Auto,Cash,10,7,0
Prime Sedan,Credit Card,29,11,0
eBike,Cash,10,22,0
Prime Plus,Cash,10,17,0
Mini,UPI,23,8,0
Mini,Cash,45,3,0
Bike,Cash,1,23,0
Bike,UPI,42,23,0
Prime SUV,Cash,37,20,0
Bike,Cash,10,17,0
Prime Sedan,Cash,46,0,0
eBike,Cash,18,16,0
Mini,Cash,5,15,0
Bike,UPI,43,17,0
Prime Sedan,Cash,44,3,0
Prime Sedan,Cash,10,15,0
Prime Sedan,Cash,17,14,0
Prime SUV,UPI,28,15,0
Prime Plus,UPI,15,9,0
eBike,UPI,33,11,0
eBike,UPI,17,21,0
Prime Plus,UPI,14,3,0
Prime Sedan,Cash,48,9,0
eBike,Cash,25,10,0
Bike,Cash,23,23,0
Bike,Cash,19,15,0
eBike,UPI,3,19,0
Mini,UPI,48,5,0
Mini,Cash,42,8,0
Prime Sedan,Cash,4,11,0
Auto,Cash,15,7,0
Bike,Cash,14,12,0
Prime SUV,UPI,16,3,0
Auto,Cash,15,16,0
eBike,Cash,47,12,0
Mini,UPI,37,7,0
Bike,Cash,49,4,0
eBike,UPI,28,3,0
Prime Sedan,UPI,46,17,0
Mini,UPI,48,13,0
Prime SUV,Cash,40,6,0
Prime Sedan,Cash,7,18,0
Prime Sedan,UPI,20,17,0
Prime Sedan,Cash,28,4,0
Prime SUV,UPI,33,12,0
Auto,Cash,11,12,0
Prime Plus,Cash,30,18,0
Auto,Debit Card,3,17,0
Prime SUV,UPI,10,12,0
Prime Plus,Cash,33,8,0
Auto,UPI,1,10,0
Prime Sedan,UPI,5,7,0
Mini,UPI,33,9,0
Auto,Cash,13,12,0
Prime Sedan,Cash,23,17,0
Prime Plus,UPI,45,4,0
Prime SUV,Cash,17,7,0
Mini,UPI,20,9,0
Prime Sedan,Cash,28,3,0
Bike,Credit Card,5,1,0
Prime SUV,Cash,3,3,0
Mini,UPI,44,19,0
Mini,Credit Card,23,7,0
Prime Sedan,UPI,46,0,0
Auto,UPI,3,21,0
Prime Plus,UPI,12,0,0
Mini,UPI,15,5,0
Bike,Cash,17,1,0
Auto,UPI,12,12,0
Mini,UPI,26,15,0
Prime Sedan,Credit Card,3,11,0
Prime SUV,UPI,48,4,0
Auto,Cash,16,7,0
Prime SUV,UPI,33,1,0
Prime SUV,Cash,10,5,0
Prime Sedan,UPI,10,12,0
Mini,Cash,6,22,0
Prime SUV,Cash,44,18,0
Prime Plus,Cash,42,22,0
Mini,Cash,46,19,0
Mini,Cash,34,9,0
Mini,Cash,12,1,0
Mini,UPI,21,5,0
Mini,Cash,21,11,0
Prime Sedan,Cash,37,11,0
eBike,Cash,49,11,0
Mini,Cash,19,4,0
Prime Plus,Cash,18,4,0
Mini,Cash,22,19,0
Prime SUV,Cash,29,21,0
Prime SUV,Cash,13,9,0
eBike,UPI,29,22,0
Mini,Cash,19,22,0
Prime Sedan,Cash,24,20,0
Mini,Cash,46,17,0
Auto,Cash,18,14,0
Prime SUV,UPI,46,5,0
Prime SUV,Cash,28,2,0
Mini,Credit Card,35,5,0
Auto,UPI,11,20,0
Prime Sedan,UPI,12,17,0
Prime Sedan,Cash,47,11,0
Bike,Cash,26,14,0
Bike,Cash,22,8,0
Prime Sedan,UPI,29,15,0
Prime Sedan,UPI,47,15,0
Prime SUV,UPI,23,10,0
Bike,UPI,34,0,0
Prime SUV,Cash,13,9,0
Prime Plus,UPI,27,19,0
Bike,Cash,16,20,0
Mini,Cash,16,15,0
Prime Sedan,UPI,49,20,0
Prime Sedan,Cash,31,23,0
Prime Sedan,Cash,45,15,0
Auto,UPI,8,20,0
Bike,UPI,34,0,0
Mini,UPI,48,15,0
Auto,Cash,4,23,0
Prime Sedan,UPI,15,9,0
Mini,Cash,25,14,0
Auto,UPI,18,12,0
Auto,UPI,1,10,0
Prime Plus,Cash,21,22,0
Prime Sedan,Cash,39,7,0
Prime Sedan,Cash,9,0,0
Mini,Cash,17,18,0
Prime Sedan,Cash,49,18,0
Mini,Cash,5,6,0
Bike,Cash,30,3,0
Prime Sedan,UPI,10,10,0
Prime Sedan,Cash,31,11,0
Mini,UPI,7,12,0
eBike,Cash,39,16,0
Auto,Credit Card,18,12,0
Prime Plus,Cash,33,10,0
Bike,UPI,27,7,0
eBike,Cash,43,5,0
Mini,Credit Card,21,2,0
Prime SUV,UPI,46,19,0
Auto,Cash,17,9,0
Prime SUV,Credit Card,43,10,0
Prime Plus,Credit Card,14,1,0
Bike,UPI,1,21,0
Bike,Cash,31,14,0
Bike,Cash,32,17,0
Prime SUV,UPI,20,16,0
Bike,Cash,35,6,0
Bike,UPI,9,9,0
Auto,Cash,3,4,0
Bike,UPI,19,13,0
Bike,UPI,14,6,0
Prime Plus,UPI,28,23,0
eBike,UPI,44,17,0
Prime Plus,UPI,18,20,0
Auto,UPI,8,4,0
Prime Sedan,UPI,33,14,0
Auto,Cash,8,6,0
Mini,Credit Card,29,11,0
Prime SUV,Cash,40,3,0
Bike,Cash,10,15,0
Prime Plus,Cash,47,6,0
Prime Sedan,UPI,32,14,0
Prime SUV,Cash,11,18,0
Auto,Cash,18,6,0
Bike,Cash,37,15,0
Mini,UPI,31,4,0
Mini,Cash,11,17,0
Prime Sedan,UPI,41,19,0
Auto,Cash,7,4,0
Auto,Cash,12,1,0
eBike,Cash,16,6,0
eBike,Cash,40,17,0
Prime Sedan,UPI,13,2,0
Prime Sedan,UPI,25,9,0
Auto,Cash,8,5,0
Mini,Cash,9,15,0
Prime Plus,UPI,27,15,0
Mini,Cash,25,4,0
Bike,UPI,26,1,0
Prime Sedan,Cash,9,21,0
Auto,UPI,15,23,0
Prime Sedan,UPI,33,17,0
Prime Plus,Cash,47,15,0
Prime Plus,Cash,16,15,0
eBike,UPI,31,1,0
Prime Plus,UPI,36,8,0
Prime SUV,Cash,37,1,0
eBike,Cash,26,8,0
Auto,UPI,1,2,0
eBike,Cash,7,11,0
Auto,Cash,7,19,0
Auto,Cash,18,5,0
Bike,UPI,10,22,0
Prime Sedan,UPI,48,14,0
Auto,Cash,3,13,0
Auto,UPI,10,4,0
Bike,Cash,10,11,0
Bike,Cash,27,4,0
eBike,Cash,37,2,0
eBike,Cash,29,11,0
Prime Sedan,Cash,36,9,0
Prime Plus,UPI,35,22,0
eBike,Cash,47,21,0
eBike,UPI,30,11,0
Auto,Cash,9,13,0
Mini,Cash,36,22,0
eBike,UPI,25,22,0
Prime Sedan,UPI,47,6,0
Mini,UPI,5,15,0
Prime Sedan,Cash,19,1,0
Prime SUV,Cash,32,5,0
Bike,Cash,21,2,0
Bike,Cash,23,19,0
Auto,UPI,15,12,0
Prime Plus,Cash,29,5,0
Mini,UPI,45,18,0
Auto,UPI,14,14,0
Auto,Cash,8,6,0
Auto,Cash,2,17,0
Prime Plus,Cash,13,8,0
eBike,UPI,37,10,0
Auto,UPI,15,19,0
Prime SUV,Cash,41,17,0
Auto,UPI,5,19,0
Mini,UPI,5,4,0
Bike,Cash,21,18,0
Mini,Cash,30,15,0
Prime SUV,Cash,31,8,0
Mini,Cash,48,2,0
Mini,UPI,38,3,0
Prime SUV,Cash,11,18,0
Prime Sedan,Cash,32,5,0
Auto,UPI,5,23,0
Mini,Cash,39,22,0
Bike,Cash,12,20,0
Auto,Cash,2,20,0
Mini,Cash,7,0,0
Mini,Cash,8,20,0
Auto,UPI,9,18,0
Prime Sedan,Cash,36,23,0
Prime Plus,UPI,23,18,0
Auto,UPI,6,0,0
Prime Plus,UPI,22,5,0
Prime SUV,Cash,23,0,0
Prime Sedan,Cash,2,16,0
Bike,UPI,11,4,0
Mini,Cash,43,20,0
Bike,UPI,25,19,0
Prime SUV,Cash,38,20,0
Prime Plus,UPI,24,17,0
Prime Sedan,Cash,3,21,0
Prime Plus,UPI,49,3,0
Mini,UPI,11,4,0
Bike,Cash,19,17,0
Auto,Cash,3,18,0
Auto,UPI,7,20,0
Mini,UPI,37,17,0
eBike,UPI,37,13,0
Prime Plus,UPI,26,19,0
Mini,UPI,25,20,0
Prime Plus,Cash,12,20,0
Prime Plus,Cash,29,7,0
Mini,Cash,19,16,0
eBike,UPI,25,20,0
Auto,Cash,16,0,0
Prime SUV,Cash,21,2,0
Prime SUV,Cash,14,3,0
Mini,Cash,35,1,0
Prime SUV,Cash,37,4,0
Prime Plus,UPI,45,6,0
Prime Plus,Cash,31,14,0
Bike,UPI,35,1,0
Bike,Cash,3,3,0
eBike,UPI,49,18,0
eBike,Cash,39,17,0
Prime SUV,Cash,22,4,0
Auto,Cash,3,21,0
Auto,UPI,2,4,0
Prime Plus,Cash,18,0,0
eBike,Credit Card,7,15,0
eBike,Cash,34,2,0
Prime SUV,Cash,8,21,0
Mini,Cash,35,13,0
Auto,Cash,16,8,0
Prime Plus,UPI,26,6,0
Prime Plus,Cash,16,5,0
Bike,Cash,14,0,0
Mini,Credit Card,18,22,0
Mini,UPI,4,19,0
Auto,Cash,10,5,0
Prime Plus,UPI,25,19,0
Bike,UPI,28,10,0
eBike,Cash,24,19,0
Mini,Cash,17,21,0
Bike,UPI,38,22,0
Prime SUV,UPI,18,18,0
eBike,UPI,20,12,0
eBike,UPI,27,20,0
Bike,UPI,25,23,0
Prime Plus,Cash,21,7,0
Prime Sedan,Cash,38,12,0
eBike,Cash,35,15,0
Bike,Cash,34,9,0
Auto,Cash,15,12,0
Mini,UPI,44,16,0
Prime Sedan,UPI,47,16,0
Auto,Cash,6,10,0
Bike,Cash,3,23,0
Bike,Cash,35,4,0
eBike,Cash,25,16,0
Prime Plus,Cash,23,2,0
Auto,Cash,16,16,0
Prime Sedan,Cash,14,5,0
Auto,Cash,7,18,0
Bike,UPI,29,6,0
Prime Sedan,UPI,34,9,0
Bike,UPI,41,12,0
Prime SUV,Cash,12,18,0
eBike,UPI,18,7,0
eBike,UPI,28,17,0
Prime Sedan,UPI,49,18,0
eBike,Cash,47,7,0
eBike,Cash,47,19,0
Bike,Cash,23,9,0
Bike,Cash,9,2,0
eBike,UPI,13,19,0
Bike,UPI,2,13,0
eBike,UPI,45,9,0
Prime SUV,UPI,13,2,0
Mini,Cash,29,6,0
Mini,Cash,16,1,0
Prime SUV,Cash,1,15,0
Prime Sedan,Cash,9,6,0
Prime Sedan,Credit Card,4,6,0
Prime Sedan,UPI,10,0,0
Bike,Cash,48,22,0
Prime Sedan,Cash,45,22,0
Auto,UPI,14,16,0
Mini,Cash,27,8,0
Prime Sedan,Cash,39,20,0
eBike,Cash,42,1,0
Prime Plus,Cash,32,23,0
eBike,UPI,11,10,0
eBike,UPI,36,15,0
Mini,Cash,1,23,0
Mini,UPI,41,18,0
eBike,Cash,31,23,0
Bike,UPI,49,18,0
Prime Sedan,Cash,36,15,0
Prime Plus,UPI,30,7,0
Prime Sedan,UPI,27,22,0
Auto,UPI,1,20,0
Prime Plus,Cash,14,15,0
Mini,Cash,29,20,0
Bike,Cash,38,11,0
Mini,Cash,8,16,0
Prime Plus,UPI,16,4,0
Prime Sedan,Debit Card,17,21,0
Prime Plus,Cash,13,18,0
Mini,Debit Card,32,5,0
Auto,UPI,16,8,0
eBike,Cash,23,10,0
Bike,Cash,15,5,0
Bike,Cash,6,10,0
Prime Sedan,UPI,30,13,0
Auto,Cash,1,1,0
eBike,Cash,38,11,0
eBike,Cash,40,22,0
Bike,Cash,18,23,0
Prime Plus,UPI,12,11,0
Prime Sedan,Cash,49,14,0
Prime Sedan,Cash,25,0,0
Auto,UPI,4,17,0
Mini,UPI,44,12,0
Prime Sedan,UPI,14,23,0
Prime SUV,UPI,7,1,0
Prime Sedan,UPI,15,0,0
Prime Plus,Cash,9,18,0
Prime Plus,UPI,20,12,0
Prime SUV,Cash,38,5,0
Bike,Cash,37,18,0
Auto,UPI,19,11,0
eBike,Cash,18,22,0
Auto,UPI,6,12,0
Mini,UPI,15,19,0
Mini,Credit Card,43,20,0
Auto,UPI,18,10,0
Prime Sedan,Cash,11,5,0
Prime SUV,UPI,7,16,0
Bike,UPI,49,23,0
Prime Sedan,UPI,9,8,0
Prime Plus,UPI,11,18,0
Prime SUV,Cash,12,6,0
Prime SUV,UPI,49,12,0
Prime SUV,UPI,23,13,0
Prime SUV,UPI,1,14,0
eBike,Cash,9,2,0
eBike,Cash,8,18,0
Prime Plus,UPI,45,5,0
Prime SUV,UPI,46,15,0
Prime Plus,UPI,16,9,0
Prime Plus,UPI,23,2,0
Prime SUV,UPI,19,14,0
Bike,UPI,31,8,0
eBike,UPI,10,14,0
Bike,UPI,44,0,0
Prime Plus,UPI,38,13,0
Auto,UPI,12,16,0
Prime SUV,Cash,34,11,0
Prime Plus,Cash,32,1,0
Prime SUV,Credit Card,42,18,0
Prime Sedan,Cash,15,23,0
Prime Plus,UPI,10,13,0
Bike,UPI,28,10,0
Prime Sedan,UPI,39,3,0
eBike,Cash,48,1,0
Prime Plus,UPI,34,18,0
Bike,Cash,11,2,0
Prime Sedan,Cash,27,19,0
eBike,Cash,41,18,0
eBike,Cash,48,18,0
Mini,UPI,20,20,0
Auto,UPI,8,17,0
Mini,UPI,6,17,0
Auto,Cash,15,7,0
Prime Plus,Cash,27,15,0
Prime SUV,Cash,33,22,0
Prime Sedan,Credit Card,3,22,0
Prime Plus,Cash,12,18,0
Auto,Cash,16,10,0
Prime Sedan,UPI,44,19,0
Bike,Cash,42,1,0
Prime SUV,Cash,26,4,0
Auto,Cash,14,19,0
Prime Sedan,UPI,1,1,0
Bike,UPI,3,22,0
eBike,Cash,48,7,0
Prime Plus,Cash,13,5,0
Prime Plus,UPI,5,22,0
Auto,Cash,17,15,0
Prime Sedan,UPI,39,6,0
Auto,UPI,18,22,0
Prime Plus,Cash,2,16,0
Prime SUV,UPI,36,22,0
Prime SUV,Cash,46,23,0
eBike,Cash,17,3,0
Prime SUV,Cash,18,12,0
Mini,Cash,22,20,0
Bike,UPI,21,21,0
Mini,Cash,41,7,0
Auto,Cash,1,22,0
Prime Sedan,UPI,47,19,0
eBike,Cash,5,14,0
Prime Sedan,Cash,10,5,0
Prime SUV,Cash,5,21,0
Prime Sedan,UPI,29,22,0
eBike,UPI,21,21,0
Prime SUV,UPI,31,14,0
eBike,Cash,12,7,0
eBike,UPI,39,12,0
Prime Sedan,UPI,4,18,0
Auto,Cash,16,18,0
Prime SUV,Credit Card,37,4,0
Prime SUV,Cash,37,23,0
Prime SUV,UPI,12,1,0
Prime Sedan,Cash,3,2,0
Prime Sedan,UPI,5,9,0
Prime Sedan,Cash,18,19,0
